cleanedV	Freq
rourke	1
route	2
routes	1
routine	4
routinely	1
routing	2
rove	44
roves	7
row	6
rowanne	5
roxane	1
roxanne	2
roy	1
royal	6
royalty	2
royce	1
rpvirginia	1
rs	4
rspb	1
rt	348
ｒｔ	1
rtd	1
rtenn	1
rting	2
rtout	1
rts	1
rtv	1
rtwhat	1
ru	2
rubber	1
rubenstein	2
rubin	1
rubio	156
rubio🤖	1
rubioampcruz	2
rubionext	1
rubiorage	1
rubios	2
rudderless	2
ruddy	4
rude	4
rudy	5
rug	2
rugged	3
rugits	1
ruin	7
ruined	12
ruining	12
ruinous	1
ruins	5
rule	29
ruled	5
ruler	1
rulers	1
rules	33
rulesurround	1
ruling	12
rumble	2
rumor	7
rumors	2
rumsfeld	2
run	1039
run4president	1
runand	1
runaround	1
runaway	3
rundonaldtrump	1
runhe	1
runit	1
runner	3
runners️	1
runnig	1
runnin	1
running	219
runningruining	1
runnnn	1
runnnnnn	1
runnot	1
runplease	1
runs	73
runsif	1
runtour	1
runtrump	1
runway	1
runyan	1
runyou	1
runyour	1
rupert	3
rural	2
ruse	1
rush	15
rushbo	1
rushed	6
rushlimbaugh	1
russ	2
russa	2
russell	11
russella	1
russert	1
russia	93
russiaa	1
russiaanyone	1
russiacia	1
russiahe	1
russialearned	1
russian	15
russians	11
russias	1
rust	2
rustic	1
rusting	1
rusty	1
rutgers	3
ruth	11
ruthless	2
ryan	23
ryanair	1
ryans	1
ryder	5
s	285
s1	1
sa	3
saavy	2
saban	2
sabine	1
sabotage	3
saboteur	1
sabres	1
sac	1
sacha	1
sachs	7
sachsciti	2
sack	2
sacramento	2
sacred	3
sacrfices	1
sacrifice	5
sacrificed	3
sacrifices	4
sacrificesthe	1
sacrificing	1
sad	204
sadams	1
saddam	4
saddened	1
saddens	1
saddest	2
saddled	1
saddling	3
sadhe	1
sadjust	1
sadler	1
sadly	52
sadonly	1
sadtruly	1
saeed	7
saeeds	1
saf	1
safari	1
safaris	1
safe	83
safer	2
safest	1
safestand	1
safety	15
sag	1
sage	2
sahara	1
said	438
saidobama	1
sail	3
sailing	3
sailor	1
sailors	3
saints	1
sake	8
sal	1
salah	1
salaries	4
salary	8
sale	15
salem	1
sales	29
salesman	3
salesmen	1
salivating	1
salmond	10
salon	1
salt	5
saludos	1
salute	5
saluted	1
saluting	1
salvage	4
salvation	1
salvatore	1
sam	11
samantha	1
same	165
sammy	2
sample	2
samples	1
sampling	1
sampp	3
sampson	1
samsung	7
samsungs	1
samuel	6
san	31
sanchez	3
sanctimonious	1
sanction	2
sanctions	23
sanctity	3
sanctuary	7
sand	8
sandberg	1
sanders	53
sandersits	1
sandra	2
sands	5
sandton	1
sanduskys	1
sandy	18
sandys	1
sane	2
sanford	4
sanitary	2
sanity	1
sank	1
santa	2
santaall	1
santorum	5
sap	1
sara	1
sarah	14
sarahave	1
sarahlets	1
sarasota	20
sarcasm	5
sarcastic	2
sarina	1
sasha	1
sass	1
sassoon	1
sat	12
satellite	1
satellites	1
satirical	2
satisfaction	1
satisfied	5
satisfies	1
satisfy	1
saturated	2
saturday	84
saturdays	4
sauciers	1
saudi	26
saudis	8
saul	1
saunas	1
savage	3
savaged	2
savagery	1
savannah	1
save	151
saved	26
savedith	1
saver	1
saves	1
saving	17
savings	7
savior	4
savvy	10
savvyiq	1
savy	1
saw	95
sawreally	1
say	377
sayall	1
saydo	1
saydonaldtrump	1
sayin	1
saying	161
sayingsvery	1
sayingtrump	1
sayit	1
says	207
saysbut	1
saysdoes	1
saywith	1
sc	42
scale	11
scales	1
scalia	3
scaling	1
scam	23
scamming	1
scams	2
scamster	1
scandal	31
scandals	16
scape	1
scarborough	3
scarce	2
scare	1
scared	25
scaredwe	1
scares	1
scarf	1
scarred	3
scary	18
scary6t	1
scaryamerica	1
scaryamericans	1
scarynow	1
scaryobamas	1
scarywhile	1
scenario	2
scene	8
scenes	7
scenic	1
scent	1
scents	1
scfar	1
schapiro	1
schedule	22
scheduled	7
scheduleputin	1
scheduling	2
scheer	1
scheiderman	1
scheme	4
schemer	1
scheming	2
schieffer	1
schlafly	6
schlaflys	1
schlonged	6
schnatte	1
schneidean	2
schneiderman	40
schneidermanhe	1
schneidermans	5
scholarship	1
school	57
schooler	1
schoolers	1
schooling	1
schools	12
schoolthanks	1
schoolyard	1
schopenhauer	1
schreckenger	1
schultz	8
schumer	6
schumio	1
schwarzenegger	2
schwarzkopf	3
schweitzer	1
science	7
scienceps	1
sciences	1
scientific	2
scientist	3
scientists	8
scocca	1
scoffed	4
scolds	1
scoobydoo	1
scope	1
score	17
scorecard	2
scored	2
scores	1
scorethe	1
scoring	1
scorned	1
scorns	1
scorsese	2
scot	6
scotch	2
scotland	201
scotlandhe	1
scotlandruining	1
scotlands	11
scotlandso	1
scotlandthe	1
scotlandvery	1
scotlandwe	1
scots	3
scotsman	1
scott	34
scottie	1
scottish	35
scotts	1
scottsdale	1
scottwalker	1
scotty	1
scotus	2
scourge	1
scram	1
scramblingi	1
scranton	3
scrap	1
scrape	2
scraper	1
scrapped	1
scrapping	1
scratch	1
scratched	1
scream	3
screaming	3
screams	1
screen	22
screening	3
screenings	1
screens	3
screenshot	1
screw	12
screwed	9
screwing	2
screws	3
script	2
scripted	2
scripts	2
scrooge	1
scrubbed	1
scruff	1
scrum	1
scrutiny	2
sculptures	1
scum	4
sd	1
se	2
sea	6
seahawks	1
seal	8
sealed	8
seals	8
sean	12
seans	1
search	4
searched	2
searches	1
searching	2
seas	1
seaside	1
season	255
seasoncant	1
seasoned	3
seasonfull	1
seasongreat	1
seasonhigh	1
seasoninjured	1
seasonluv	1
seasons	16
seasonseries	1
seasonwhich	1
seasonyoull	1
seat	9
seated	1
seats	1
sebastian	1
sebelius	8
sec	20
sechagel	1
secof	1
second	79
secondever	1
secondhighest	1
seconds	4
secondthird	1
secrecy	1
secret	43
secretary	34
secretaty	1
secretive	1
secretivenot	1
secretly	2
secrets	9
secsebelius	1
section	3
sections	3
sector	23
secure	29
secured	3
securing	5
security	108
securitybut	1
securityno	1
secy	8
see	722
seeand	1
seed	1
seeds	1
seeing	69
seek	12
seekers	1
seeking	4
seeks	6
seem	36
seema	1
seemed	2
seems	50
seen	99
seengreat	1
sees	12
segment	19
segments	3
seize	1
seized	1
seizes	1
seizing	1
seizure	1
seizures	1
sekulow	1
seldom	5
select	2
selected	4
selecting	1
selection	12
selections	2
selective	2
selectively	1
self	34
selfcentered	1
selfdefense	2
selfdeportation	1
selfdestruct	2
selfdetermination	1
selfemployed	1
selffund	1
selffunded	1
selffunding	14
selfie	1
selfies	1
selfimposed	2
selfindulgent	1
selfish	2
selfishly	1
selfishness	1
selflessly	1
selfmade	1
selfreliance	1
selfrighteous	1
selfsufficient	1
selfthe	1
selig	1
sell	51
seller	3
sellers	2
sellin	1
selling	26
sellout	5
sells	4
selma	1
semester	1
semiautomatics	1
semifinalist	1
seminar	2
seminars	1
semper	2
sen	18
senate	61
senator	80
senatorial	1
senators	8
send	68
sending	42
sends	12
senior	12
seniority	1
seniors	7
senjohnmccain	1
senrichard	1
sensation	3
sensational	5
sense	91
senseless	1
senses	5
sensibility	1
sensible	3
sensitive	6
sent	41
sentence	2
sentenced	1
sentences	2
sentiment	2
sentinel	1
seoul	1
separate	5
separately	2
separates	9
sept	7
sept14	1
september	19
sequel	2
sequester	7
sequestration	3
serene	1
serenity	1
sergeant	2
sergio	2
serial	2
series	24
series4	1
serious	55
seriousare	1
seriously	58
seriously️️	1
sermon	1
serta	12
sertas	1
serv	1
servant	1
serve	23
served	9
server	9
servers	1
serves	3
service	82
servicemen	1
services	15
services12	2
servicethis	1
servicetruth	1
servicing	1
serving	3
session	5
sessions	3
set	102
setback	7
setbacks	11
seth	21
sets	8
setthe	1
setting	34
settle	13
settled	12
settlement	8
settlements	2
settler	1
settles	2
settling	2
setup	3
seven	11
several	4
severance	1
severely	3
sewage	1
sewer	1
sex	5
sexiest	2
sexism	2
sexist	3
sext	1
sexter	6
sexting	10
sexual	15
sexually	1
sexy	1
sf	2
sg	2
sgt	23
sgtthamooressi	1
sh	2
shackles	1
shadow	3
shadows	1
shaheen	2
shake	11
shakedown	3
shaken	1
shaker	1
shakers	1
shakes	1
shaking	5
shale	3
shall	7
shallow	1
sham	3
shambles	2
shame	31
shameful	7
shamers	1
shamir	1
shana	1
shane	2
shanghai	1
shannon	2
shape	20
shaping	1
shaq	1
shaquille	1
share	25
shared	5
shareholder	1
shareholders	1
shares	1
sharia	1
sharing	10
shark	16
sharks	5
sharon	1
sharp	20
sharper	3
sharpest	2
sharpstache	1
sharpton	14
shatner	2
shatter	1
shattering	1
shave	1
shaved	2
shaw	2
shawn	9
shay	1
she	530
sheand	1
shearing	1
shed	2
shedding	1
sheena	3
sheep	7
sheer	7
sheet	2
sheets	1
sheldon	3
shelf	2
shell	11
shelly	3
shelter	1
sheltering	1
shelton	1
shelves	1
sheriff	1
sheriffs	4
sherman	1
shermans	1
sheryl	1
shes	70
shia	1
shield	1
shielded	1
shiels	1
shift	2
shifted	1
shifty	1
shill	1
shimon	1
shine	7
shines	5
shining	2
shiningthe	1
shinzo	4
shinzō	1
ship	16
shipment	1
shipments	1
shipped	2
shipping	2
ships	10
shipthey	1
shipwreck	1
shirley	4
shirt	18
shirts	66
shit	15
shitty	2
shiz	1
shld	1
sho	2
shock	15
shocked	9
shocker	1
shockeven	1
shockhugo	1
shocking	2
shockingover	1
shockingtwo	1
shoddy	2
shoe	3
shoes	5
shoesgive	1
shoker	1
shook	1
shoot	22
shooter	3
shooters	1
shooting	35
shootings	8
shootingstraight	1
shootout	2
shoots	3
shop	19
shopped	1
shopping	8
shore	2
shores	3
short	47
shortage	1
shortcoming	1
shortcomings	1
shortcut	1
shortest	1
shortfall	1
shortly	9
shortstop	1
shortthey	1
shot	47
shotchamp	1
shots	18
shotty	1
should	1020
shoulda	1
shouldas	1
shouldbe	1
shouldered	1
shoulders	1
shouldertoshoulder	1
shouldnt	40
shouldthe	1
shouldthey	1
shouldtrumprun	1
shouldtrumpruncom	2
shouldve	10
shout	8
shouted	1
shouting	2
shoutout	2
shoved	1
shoving	1
show	671
show️️	1
showa	2
showamp	1
showbiz	1
showbut	1
showcalls	1
showcase	3
showcasing	2
showcelebrity	1
showdone	1
showdown	1
showed	27
shower	2
showgreat	1
showguest	1
showhard	1
showi	3
showing	25
showings	1
showive	1
showjumping	2
shown	16
showno	1
showplace	1
showradio	1
shows	125
showsa	1
showsee	2
showslike	1
showthen	1
showtrump2016	1
showwhat	1
showwhen	1
showyou	1
shr161rtg	1
shr191rtg	1
shreds	1
shrink	4
shrinking	1
shrinks	1
shrug	1
shrunk	1
shud	1
shulkin	1
shulman	1
shultz	1
shunted	1
shut	26
shutdown	11
shutdownan	1
shutdowns	1
shuts	4
shutting	2
shuttle	1
si	3
siblings	1
sick	42
sickening	1
sickens	2
sickness	1
sicko	3
sickos	3
side	40
sided	7
sidekick	1
sidekilled	1
sidelined	1
sidelines	1
sides	11
sidetrack	1
sidevote	1
sidewalks	1
sidney	2
siege	1
sierra	1
sig	5
sigh	1
sight	6
sighted	1
sightings	1
sights	1
sign	120
signage	6
signal	1
signals	2
signamazing	1
signamerica	1
signature	55
signatures	3
signed	44
signedy	1
significance	5
significant	2
significantly	3
signing	46
signings	4
signs	9
signthats	1
signups	1
signwe	1
sigs	1
sikorsky	1
silda	1
silence	10
silenced	1
silencespent	1
silent	30
silentwarriors4trump2016	1
silicon	1
silk	5
silliness	1
sills	1
silly	1
silva	1
silver	7
similar	3
simon	3
simple	40
simplei	1
simplest	1
simpleton	1
simplicity	1
simplified	3
simplify	2
simplifying	2
simply	35
simpson	2
simpsons	1
sims	1
simulcast	4
simultaneous	1
simultaneously	1
sin	1
sinai	1
since	158
sincere	3
sincerely	5
sincerest	1
sincerityon	1
sing	1
singapore	1
singer	3
singers	1
singing	3
single	31
singlea	1
singlehandedly	3
singlepayer	1
sings	2
singular	1
sinise	1
sinister	1
sink	5
sinking	2
sioux	5
sipping	1
sir	121
siri	1
siriogreat	1
sirius	1
siriusxm	1
sisli	1
sissy	1
sister	8
sisters	5
sit	18
sitdown	3
site	17
siteamp	1
sites	8
sitethanks	1
sits	5
sitters	1
sitting	11
situated	5
situation	45
situations	3
six	12
sixand	1
sixteen	7
sixty	1
size	15
sizin	1
sizzle	1
sizzling	1
skarlatos	1
skate	3
skaters	3
skating	7
skeered	1
skeletons	2
skeptical	1
sketch	1
ski	1
skiing	1
skill	3
skilled	3
skills	26
skillsan	1
skimming	1
skimpy	1
skin	7
skipped	2
skipper	1
skippers	1
skipping	3
skirmish	1
skit	3
sky	7
skybeautiful	1
skybound	2
skyhigh	1
skylar	1
skylight	1
skyline	27
skyrocket	4
skyrocketed	4
skyrocketing	2
skyrocketingstop	1
skyrocketthere	1
skyscraper	5
skyscrapers	2
skyscraperthe	1
slabs	1
slack	1
slackers	2
slain	2
slam	6
slamming	1
slams	9
slanted	1
slap	3
slapping	1
slash	2
slashed	2
slashes	1
slashing	2
slate	2
slater	1
slaughter	8
slaughtered	2
slave	1
slavery	1
slayed	1
slc	1
sleaze	4
sleazebag	11
sleazebags	1
sleazeball	1
sleazy	5
sleek	2
sleep	33
sleeping	3
sleeps	1
sleepy	18
sleeve	1
slice	2
slicked	2
slide	2
sliding	1
slight	1
slightly	4
slim	1
slimebag	1
slimy	2
slinging	1
slippery	1
slipping	2
slips	2
sliwa	1
slob	2
slog	1
slogan	6
sloganwhich	1
sloppy	2
slot	11
slots	2
slow	16
slowest	2
slowing	5
slowly	3
slows	3
slugged	1
slum	2
slumming	1
slurs	1
sly	1
sm	1
smack	1
smacking	1
smacks	1
small	91
smallbusiness	1
smaller	5
smallest	2
smallsamsung	1
smart	289
smartbut	1
smartcool	1
smarter	28
smarternot	1
smartest	22
smartly	1
smartone	2
smartor	1
smarts	12
smarttheir	1
smartthey	2
smash	3
smear	1
smearing	1
smell	3
smells	1
smh	1
smile	9
smiled	1
smiles	1
smiling	2
smith	9
smiths	1
smithsonians	1
smithy	1
smoked	1
smokey	1
smooth	4
smoothly	3
smuggle	1
smuggling	1
snakes	1
snap	1
snapped	1
snd	2
snead	2
sneak	8
sneaky	1
sneers	1
sniper	1
snippet	1
snl	16
snob	1
snooping	1
snooze	4
snow	13
snowboarderskateboarder	1
snowden	43
snowdens	1
snowed	1
snowfall	1
snowhighest	1
snowing	7
snowstorm	1
snub	1
snubbed	2
snubbing	1
snydercalley	1
so	1646
soak	1
soap	1
soapy	1
soar	5
soared	1
soaring	6
soars	4
sob	2
sober	1
soc	1
socalled	21
soccer	4
social	38
socialist	7
socialistic	1
socialists	1
socialized	2
society	10
socks	1
sod	4
soda	1
soetoro	1
sofa	1
soft	20
softball	1
softballs	1
softbank	1
softer	1
softly	1
softwe	1
soho	12
sohos	1
soil	4
soiree	1
soireé	1
solar	6
sold	59
solders	1
soldier	9
soldiers	34
soldiersthose	1
soldout	1
sole	4
solely	2
solemn	1
solemnly	1
solid	21
solidify	2
solidly	1
sollecito	1
solo	1
soloman	1
solomon	3
solution	38
solutionalgae	1
solutiondefeat	1
solutionfame	1
solutionnot	2
solutions	19
solutionshe	1
solve	26
solved	7
solvency	1
solvent	1
solves	3
solving	5
solyndra	12
solyndras	2
somali	1
somalia	1
some	299
some1	1
somebody	34
somebodyfast	1
somebodys	1
someday	10
somedaythx	1
somehow	4
someone	176
someones	1
somerset	2
somethiing	1
something	168
somethings	1
sometime	10
sometimes	55
somewhat	6
somewhere	3
sominex	1
son	64
song	41
songs	3
songscrew	1
songwriters	1
sonia	1
sonny	1
sons	12
sony	7
soo	2
soon	270
sooner	9
sooni	1
soonlong	1
soonshooting	1
soonthanks	1
sooo	4
soooo	5
sooooo	5
soooooo	1
sopayback	1
sophisticated	8
sophistication	2
sophocles	1
sorely	1
sorry	68
sort	7
sorta	1
sorted	1
sorts	3
sorvino	1
soso	1
sotoro	1
sotu	11
sought	2
soul	4
souls	1
sound	28
sounded	2
sounding	2
soundly	5
sounds	35
soup	1
sour	2
source	14
sources	12
sourcesthat	1
sourpuss	1
sous	1
south	130
southcom	1
southeastern	1
southern	19
southland	1
southwest	1
sovereign	1
sovereignty	1
soviet	1
soweto	1
sox	1
sp	3
spa	31
space	15
spaces	4
spacious	3
spade	6
spades	1
spain	4
spains	2
span	1
spanish	4
spare	1
spark	1
sparked	1
sparking	1
sparkling	3
sparks	4
spawn	1
speach	1
speaches	1
speak	124
speakboring	1
speaker	25
speakers	2
speaking	106
speakingbut	1
speaks	52
spear	1
spears	1
special	141
specialand	1
specialists	1
specialties	1
specific	2
specifics	2
specs	1
spectac	1
spectacles	1
spectacular	57
spectacularthe	1
spectator	4
spectrum	2
speculation	3
speculative	1
speculators	2
speech	286
speeches	30
speechis	1
speechless	1
speechone	1
speechpacked	1
speechthe	1
speechwriter	1
speed	7
speedier	1
speedy	4
spell	5
spelled	1
spelling	3
spells	1
spence	1
spencer	4
spend	51
spender	3
spending	123
spends	17
spent	101
spewing	2
spews	1
spice	1
spielberg	5
spies	4
spiffs	1
spike	2
spiked	1
spill	3
spilled	1
spin	10
spine	2
spineless	3
spines	1
spinning	7
spinnnn	1
spiral	4
spirit	34
spirited	3
spiritobama	1
spirits	1
spiritual	1
spit	2
spite	1
spitting	1
spitzer	27
spitzers	2
splashy	1
splat	1
split	4
spluttering	1
spoiled	3
spoiler	5
spoilers	2
spoils	2
spokane	1
spoke	28
spoken	8
spokena	1
spokenwe	1
spokesman	2
spokesmen	1
spokespeople	1
spokesperson	1
spolier	1
sponge	1
sponsor	3
sponsors	1
spontaneous	2
spoon	1
sport	14
sporting	3
sports	17
sportsbut	1
sportscaster	1
sportscenter	1
sportsman	2
sportsmanship	1
sportsno	1
spot	30
spotlight	1
spotlol	1
spoton	1
spots	1
spotted	1
spouses	2
spread	14
spreading	11
spreads	1
spree	3
spring	24
springfield	5
springfield1pm	1
springfieldpeople	1
springs	9
springsteen	2
springtime	1
spruill	1
sprung	1
spur	3
spurns	1
spurs	1
spy	17
spying	5
sq	3
squad	1
squandered	3
square	15
squarely	1
squash	1
squawk	3
squealing	1
squeeze	1
squirm	1
sr	11
sro	1
ss	1
sse	1
sstuffthat	1
st	29
stab	4
stabbing	2
stability	1
stable	1
stacey7	3
stacked	3
stadium	12
staff	48
staffer	1
staffers	3
staffs	4
stage	37
stage4	1
staged	2
stages	1
staggering	2
stagnant	4
stained	1
staion	1
stairs	2
stairway	2
stake	7
stakes	3
stale	2
stalemate	1
stalker	2
stalled	1
stamford	2
stamina	20
stammering	1
stammina	1
stamp	10
stamps	16
stance	8
stances	2
stand	82
standard	28
standardaim	1
standardbearer	1
standards	7
standing	70
standpoint	3
standpointa	1
stands	24
standstill	1
standup	2
stanley	2
staple	2
star	136
starand	1
starbucks	1
stardom	1
starkey	1
starred	2
starring	2
stars	19
starsgreat	1
starstudded	1
start	183
started	74
starters	2
starting	62
startling	1
starts	45
startups	1
starved	4
starving	2
state	224
stateask	1
stated	49
statehood	3
statement	85
statementbut	1
statementremember	1
statements	41
statementsmany	1
staten	5
states	192
statesa	1
statesee	1
statesman	11
statespendulum	1
statewe	1
statewide	4
stating	2
station	2
stationary	1
stations	1
statistic	2
statistically	1
statistics	1
stats	2
statue	1
stature	2
status	12
statute	2
stay	181
stayed	27
staying	30
stays	6
steadfast	2
steady	2
steak	2
steakhouse	1
steal	15
stealer	1
stealing	11
steals	4
stealth	1
steam	1
steel	6
steelers	1
steelersbengals	1
steelworkers	3
steep	2
steer	2
stein	1
steinbrenner	8
steinle	3
steinlecome	1
step	23
stepaneks	1
stephanie	2
stephanopoulos	1
stephen	12
stepping	4
steps	7
sterling	7
sterlings	1
stern	20
sternthanks	1
steve	47
steven	13
stevens	11
stevenswho	1
stevie	1
stewart	38
stewarti	1
stewartpattinson	1
stick	18
sticker	1
stickers	1
sticking	9
sticks	1
sticktoitiveness	1
stiff	3
stiffened	1
stil	1
still	232
stimulate	1
stimulating	5
stimulus	12
stimulusshe	1
stink	2
stinking	1
stinks	3
stinky	1
stir	3
stirewalt	2
stirring	1
stirrwalt	1
stirs	1
stjoes	1
stjohn	1
stock	44
stockh	1
stockholder	1
stockmarket	1
stockpile	1
stocks	3
stodgy	1
stole	13
stolen	13
stone	17
stones	3
stonewalled	1
stood	15
stop	308
stophillary	1
stopped	39
stoppedby	1
stoppedit	1
stoppers	1
stopping	26
stops	11
storage	1
store	12
stores	6
storied	2
stories	49
storingharnessing	1
storm	24
stormed	3
storms	4
stormthanks	1
story	154
storyalthough	1
storybut	1
storylines	1
storynot	1
storywant	1
storywill	1
storywith	1
str8	1
stracciatella	1
stradegy	1
strageic	1
straight	44
straightarrow	1
straighten	14
straightening	1
straightforward	1
strain	1
strains	1
strait	5
straits	1
strand	1
stranded	2
strange	11
strangely	1
stranger	1
strangewhy	2
strasburg	4
strategic	5
strategically	2
strategies	1
strategist	5
strategize	1
strategy	24
straw	8
strawberry	1
streak	2
stream	9
streaming	10
stree	1
streep	1
street	52
streethustlers	1
streets	10
streetsense	1
streetthe	1
strength	56
strengthen	5
strengthened	1
strengthening	2
strengthstamina	1
stress	5
stressed	2
stretch	1
stretched	1
stricken	2
strict	3
strictly	4
strident	1
strides	1
stright	1
strike	12
strikes	6
strikesthe	1
striking	5
string	2
stringent	1
stringer	1
strip	4
stripped	1
strive	7
striving	1
stroke	1
strokes	1
stroll	2
strong	205
stronger	26
strongest	6
strongly	22
strongpatriotic	1
struck	7
structure	2
struggled	1
struggles	1
struggling	7
ststement	1
stu	1
stuart	12
stubborn	13
stuck	13
stucka	1
stud	2
student	9
students	16
studentsall	1
studentthink	1
studied	1
studies	3
studio	6
studios	1
study	25
studying	6
stuf	1
stuff	33
stuffa	1
stuffirs	1
stuffs	1
stumble	1
stumbling	4
stump	4
stumps	1
stun	1
stunned	2
stunning	23
stunt	4
stupdity	1
stupid	148
stupidaberdeen	1
stupidcould	1
stupidest	1
stupidity	18
stupidjust	1
stupidlost	1
stupidly	8
stupidno	1
stupor	1
style	29
styles	5
stylesimply	1
styling	2
stylish	2
sub	1
subdue	2
suberb	1
subject	11
subjectmust	1
subjects	6
submarines	1
submit	8
submitted	2
suboptimal	1
subpar	1
subpoena	1
subpoenaed	1
subscribe	4
subscribers	5
subscribing	1
subscription	5
subscriptions	2
subsequent	2
subsidies	4
subsidize	3
subsidized	1
subsidizes	2
subsidizing	3
subsidy	3
subsidya	1
subsistence	1
substance	6
substantial	1
substantially	4
substantialy	1
substation	4
substitute	3
suburbs	2
subvert	2
subway	1
subways	1
succeed	46
succeeded	3
succes	1
succesful	2
success	312
successand	1
successes	7
successesthere	1
successful	144
successfully	7
successfuly	1
successfulyou	1
successi	1
successive	1
successwow	1
succinct	1
sucess	1
sucessful	1
such	227
suck	2
sucked	3
sucker	1
suckers	2
suckersno	1
sucking	3
sucks	28
sudan	3
sudden	2
suddenly	1
sue	36
sued	16
sues	3
suffer	12
suffered	7
suffering	12
suffers	4
sufficient	2
suffolk	2
sugar	38
sugarcoat	1
sugarcoating	1
sugars	1
sugarwhoever	1
suggest	8
suggested	2
suggesting	2
suggestion	3
suggestions	1
suggestive	1
suggests	2
suicidal	4
suicide	6
suing	13
suit	20
suitable	1
suite	7
suited	1
suites	13
suits	14
suitsand	1
suleiman	1
sum	3
summarily	1
summary	3
summed	3
summer	19
summergreat	1
summers	3
summit	33
sums	2
sun	17
sunbathing	1
sunday	131
sundays	21
sundayso	1
sung	1
sunherald	1
sunk	7
sunlight	1
sunny	3
sunset	4
sunshine	3
sununu	2
super	66
superb	8
superbowl	3
supercommittee	1
superhero	1
superior	10
superman	3
superpac	4
superpacs	2
superpower	3
supers	1
supersede	1
superstar	1
superstorm	1
supplementimmediately	1
supplied	1
suppliers	1
supplies	6
supply	2
supplymaking	1
support	272
supported	24
supporter	17
supporters	98
supporti	1
supporting	34
supportive	4
supportreally	1
supports	27
supportwe	1
suppose	1
supposed	9
supposedly	2
suppossed	1
suppress	2
suppressed	1
supreme	24
suprise	1
sups	1
sure	241
surely	4
surest	2
surface	7
surge	5
surged	6
surgeon	2
surgeries	1
surgery	7
surges	9
surging	6
surgingshe	1
surpass	3
surpasses	2
surplus	6
surprise	69
surprised	30
surprisedno	1
surprisein	1
surpriseobamas	1
surprises	9
surpriseso	2
surprising	8
surprisingly	2
surprisingmr	1
surreal	1
surrender	8
surrogate	4
surround	5
surrounded	6
surrounding	3
surveillance	3
survey	4
surveys	1
survival	2
survive	17
survived	2
survives	1
surviving	1
survivor	1
susan	7
suspect	6
suspects	3
suspend	5
suspended	3
suspending	1
suspends	1
suspense	3
suspension	2
suspicion	1
sustainability	1
sustainable	1
sustained	1
sustaining	1
susteren	12
susterens	3
suz	1
suzanne	3
sven	1
swag	1
swagger	1
swamp	4
swamped	3
swap	4
swarms	1
swat	1
sway	2
swear	6
swearing	3
swearingin	1
swearinginhe	1
sweat	8
sweating	1
sweats	1
sweden	3
sweeneys	1
sweep	3
sweeping	1
sweepsgoing	1
sweepstakes	1
sweet	11
sweetening	1
sweetest	1
sweetheart	2
swept	3
swett	1
swift	1
swiftly	1
swimmingly	1
swimsuits	1
swing	13
swings	1
swipe	2
swisher	1
switch	4
switched	3
switching	4
switzerland	2
swoop	1
sword	1
sworn	5
swung	1
sydney	5
symbol	1
symbolic	1
sympathy	2
syndicated	1
syndrome	1
syracuse	5
syria	91
syriabig	1
syriafix	2
syriahe	1
syriaisnt	1
syrian	22
syrians	3
syrias	2
sys	1
system	71
systematic	2
systemothers	1
systems	1
t	51
table	14
tables	1
tabloid	1
tabloidsaving	1
tabulation	2
tack	2
tackle	1
tackling	1
tacky	4
taco	1
tactical	1
tactics	11
tag	2
tahmooressi	28
tahmooressis	1
tahoe	2
tailgate	1
tailored	1
tails	1
tailspin	1
tainted	1
taiwan	3
taiwans	1
taj	5
take	381
takeaways	1
taken	60
takenobs	1
takeover	4
takers	1
takes	68
takesand	1
taking	103
talackova	2
tale	2
talent	72
talentalsoboring	1
talentand	2
talented	25
talenti	1
talentless	2
talents	9
talentunwatchable	1
talentwhy	1
tales	1
taliban	19
talibanwho	1
talk	210
talkamprun	1
talked	17
talkers	3
talking	135
talkingwork	1
talks	46
talksbig	1
talksfirst	1
talkthanks	1
tall	5
tall510	1
tallahassee	3
taller	2
tallest	8
tallestmost	1
tamara	2
tammy	1
tampa	22
tanden	1
tangible	4
tanja	2
tanjanever	1
tank	19
tankbut	1
tanking	2
tanks	1
tantrum	2
tap	2
tape	13
taped	2
tapesnothing	1
tappan	1
tapped	2
tappedand	1
tapper	2
tapping	4
taps	1
tar	2
tara	1
target	14
targeted	6
targeting	4
targetlets	1
targets	4
tariff	2
tariffs	3
tarmac	3
tarnished	2
tarp	1
task	10
tasks	5
taste	16
tasteful	2
tasteless	1
tasting	1
tasty	1
tattoo	4
tattoos	4
taught	4
taunt	5
taunting	6
tax	154
taxation	1
taxed	4
taxes	116
taxesjust	1
taxesneed	2
taxeswho	1
taxi	1
taxing	4
taxpayer	11
taxpayerampsecure	1
taxpayers	22
taylor	3
tbipts	1
tboone	1
tcompletely	1
td	1
tea	64
teabaggers	1
teach	14
teacher	9
teacheri	1
teachers	6
teaches	6
teaching	2
teachings	1
team	124
teamampfans	1
teamcongratulations	1
teamed	2
teamgo	1
teamhe	1
teammate	1
teamno	1
teams	16
teamspms	1
teamsters	1
teamup	1
teamwork	3
teamwould	1
tear	4
teared	1
tearing	4
tears	7
tease	3
teasebut	1
teasing	1
tebow	3
tebows	1
tech	2
technical	2
technician	2
technique	2
techniques	4
technocratic	1
technological	1
technologically	1
technologies	1
technology	6
technologythat	1
ted	150
tedcruz	1
teddy	1
tedfree	1
tedious	1
teds	1
tee	13
teen	2
teenage	1
